GEOID,year,name,parent_location,population,poverty_rate,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,eviction_filings,evictions,eviction_rate,eviction_filing_rate,low_flag,imputed,subbed,region
01,2010,Alabama,USA,4779736,13.91,564817,30.32,691,43160,122300,30.9,67.04,26.04,3.88,0.54,1.11,0.04,1.26,0.08,15061,9771,1.73,2.67,0,0,0,Northeast
01,2011,Alabama,USA,4830620,14.46,573419,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,16637,10670,1.86,2.9,0,0,0,Northeast
01,2012,Alabama,USA,4830620,14.46,582021,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,20797,11424,1.96,3.57,0,0,0,Northeast
01,2013,Alabama,USA,4830620,14.46,590623,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,22873,11379,1.93,3.87,0,0,0,Northeast
01,2014,Alabama,USA,4830620,14.46,599224,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,22778,10104,1.69,3.8,0,0,0,Northeast
01,2015,Alabama,USA,4830620,14.46,607826,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,22507,10929,1.8,3.7,0,0,0,Northeast
01,2016,Alabama,USA,4830620,14.46,616428,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,24294,11213,1.82,3.94,0,0,0,Northeast
04,2010,Arizona,USA,6392017,12.43,175596,33.99,891,50256,175900,31,57.82,3.74,29.65,4.03,2.67,0.17,1.79,0.13,13149,7634,4.35,7.49,1,0,0,North Central
04,2011,Arizona,USA,6641928,13.29,179892,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,13244,7066,3.93,7.36,1,0,0,North Central
04,2012,Arizona,USA,6641928,13.29,184188,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,13790,8235,4.47,7.49,1,0,0,North Central
04,2013,Arizona,USA,6641928,13.29,199114,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,14339,8632,4.34,7.2,1,0,0,North Central
04,2014,Arizona,USA,6641928,13.29,203620,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,7808,6375,3.13,3.83,1,0,0,North Central
04,2015,Arizona,USA,6641928,13.29,208123,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,9434,8209,3.94,4.53,1,0,0,North Central
04,2016,Arizona,USA,6641928,13.29,212626,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,12132,8339,3.92,5.71,1,0,0,North Central
05,2010,Arkansas,USA,2915918,14.08,378928,33.03,649,40531,106300,29.7,74.54,15.33,6.38,0.69,1.22,0.19,1.57,0.07,1986,NA,NA,0.52,0,0,0,West
05,2011,Arkansas,USA,2958208,14.25,386129,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,1789,NA,NA,0.46,0,0,0,West
05,2012,Arkansas,USA,2958208,14.25,393331,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,1716,NA,NA,0.44,0,0,0,West
05,2013,Arkansas,USA,2958208,14.25,400532,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,2029,NA,NA,0.51,0,0,0,West
05,2014,Arkansas,USA,2958208,14.25,407733,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,1883,NA,NA,0.46,0,0,0,West
05,2015,Arkansas,USA,2958208,14.25,414935,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,2565,NA,NA,0.62,0,0,0,West
05,2016,Arkansas,USA,2958208,14.25,422136,33.89,677,41371,111400,29.5,73.6,15.44,6.87,0.56,1.35,0.23,1.86,0.09,2963,NA,NA,0.7,0,0,0,West
06,2010,California,USA,37253956,11.47,4980453,44.06,1209,61400,383900,33.5,40.15,5.81,37.62,0.44,12.82,0.35,2.6,0.23,110779,96363,1.93,2.22,1,0,0,Northeast
06,2011,California,USA,38421464,12.18,4488791,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,82173,71103,1.58,1.83,1,0,0,Northeast
06,2012,California,USA,38421464,12.18,4519903,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,73144,63284,1.4,1.62,1,0,0,Northeast
06,2013,California,USA,38421464,12.18,4569754,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,68656,58970,1.29,1.5,1,0,0,Northeast
06,2014,California,USA,38421464,12.18,4915846,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,65454,55626,1.13,1.33,1,0,0,Northeast
06,2015,California,USA,38421464,12.18,4838246,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,51875,44294,0.92,1.07,1,0,0,Northeast
06,2016,California,USA,38421464,12.18,4947085,45.67,1255,61818,385500,33.7,38.73,5.62,38.39,0.37,13.51,0.36,2.79,0.22,47079,41178,0.83,0.95,1,0,0,Northeast
08,2010,Colorado,USA,5029196,8.87,561305,34.46,915,58244,236800,30.8,70.01,3.75,20.65,0.62,2.7,0.11,2.01,0.15,37220,21444,3.82,6.63,0,0,0,South
08,2011,Colorado,USA,5278906,8.49,502464,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,32412,18269,3.64,6.45,0,0,0,South
08,2012,Colorado,USA,5278906,8.49,437226,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,27013,14510,3.32,6.18,0,0,0,South
08,2013,Colorado,USA,5278906,8.49,315782,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,13542,7130,2.26,4.29,0,0,0,South
08,2014,Colorado,USA,5278906,8.49,305473,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,12708,6728,2.2,4.16,0,0,0,South
08,2015,Colorado,USA,5278906,8.49,336706,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,13051,6467,1.92,3.88,0,0,0,South
08,2016,Colorado,USA,5278906,8.49,661532,35.67,1002,60629,247800,30.6,69.07,3.85,21.08,0.54,2.84,0.13,2.31,0.18,36240,18195,2.75,5.48,0,0,0,South
09,2010,Connecticut,USA,3574097,7.11,348646,32.51,1044,69519,285900,31.8,71.24,9.38,13.4,0.19,3.75,0.03,1.66,0.34,14174,10402,2.98,4.07,1,0,0,North Central
09,2011,Connecticut,USA,3593222,7.55,354079,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,14751,10850,3.06,4.17,1,0,0,North Central
09,2012,Connecticut,USA,3593222,7.55,359511,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,14286,10339,2.88,3.97,1,0,0,North Central
09,2013,Connecticut,USA,3593222,7.55,364945,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,13330,10105,2.77,3.65,1,0,0,North Central
09,2014,Connecticut,USA,3593222,7.55,370379,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,15349,11655,3.15,4.14,1,0,0,North Central
09,2015,Connecticut,USA,3593222,7.55,446458,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,16360,12433,2.78,3.66,1,0,0,North Central
09,2016,Connecticut,USA,3593222,7.55,452973,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,17470,13760,3.04,3.86,1,0,0,North Central
10,2010,Delaware,USA,897934,7.61,95573,27.92,985,60119,241100,31.1,65.34,20.8,8.15,0.31,3.15,0.03,2.04,0.17,17840,6083,6.36,18.67,0,0,0,West
10,2011,Delaware,USA,926454,8.19,97526,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,19174,6686,6.86,19.66,0,0,0,West
10,2012,Delaware,USA,926454,8.19,99478,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,18300,5813,5.84,18.4,0,0,0,West
10,2013,Delaware,USA,926454,8.19,101430,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,18262,5852,5.77,18,0,0,0,West
10,2014,Delaware,USA,926454,8.19,103380,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,18279,5613,5.43,17.68,0,0,0,West
10,2015,Delaware,USA,926454,8.19,105333,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,18289,5499,5.22,17.36,0,0,0,West
10,2016,Delaware,USA,926454,8.19,107285,28.83,1018,60509,231500,29.9,63.89,21.05,8.71,0.27,3.6,0.02,2.22,0.23,17370,5468,5.1,16.19,0,0,0,West
11,2010,District of Columbia,USA,601723,14.19,154652,57.99,1200,64267,443000,29.6,34.81,50.03,9.1,0.22,3.46,0.04,2.1,0.24,32473,1572,1.02,21,1,0,0,NA
11,2011,District of Columbia,USA,647484,14.33,158064,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,30733,1484,0.94,19.44,1,0,0,NA
11,2012,District of Columbia,USA,647484,14.33,161475,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,29121,1531,0.95,18.03,1,0,0,NA
11,2013,District of Columbia,USA,647484,14.33,164887,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,1,0,0,NA
11,2014,District of Columbia,USA,647484,14.33,168298,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,1,0,0,NA
11,2015,District of Columbia,USA,647484,14.33,171710,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,1,0,0,NA
11,2016,District of Columbia,USA,647484,14.33,175121,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,27434,4537,2.59,15.67,1,0,0,NA
12,2010,Florida,USA,18801310,11.36,2237158,32.64,987,47309,170800,35,57.89,15.16,22.47,0.25,2.37,0.05,1.55,0.26,117880,68858,3.08,5.27,0,0,0,Northeast
12,2011,Florida,USA,19645772,12.04,2309572,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,125290,73179,3.17,5.42,0,0,0,Northeast
12,2012,Florida,USA,19645772,12.04,2412407,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,118703,72342,3,4.92,0,0,0,Northeast
12,2013,Florida,USA,19645772,12.04,2504193,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,116909,63788,2.55,4.67,0,0,0,Northeast
12,2014,Florida,USA,19645772,12.04,2581408,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,120818,64121,2.48,4.68,0,0,0,Northeast
12,2015,Florida,USA,19645772,12.04,2708246,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,135650,68598,2.53,5.01,0,0,0,Northeast
12,2016,Florida,USA,19645772,12.04,2836155,34.73,1002,47507,159000,34.4,56.06,15.45,23.72,0.21,2.54,0.05,1.7,0.26,139577,71615,2.53,4.92,0,0,0,Northeast
13,2010,Georgia,USA,9687653,13.35,1003699,34.34,849,49604,156400,31.7,55.88,30.05,8.81,0.22,3.22,0.05,1.57,0.2,201247,71956,7.17,20.05,0,0,0,South
13,2011,Georgia,USA,10006693,14.16,993724,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,202194,75330,7.58,20.35,0,0,0,South
13,2012,Georgia,USA,10006693,14.16,1012013,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,198972,73039,7.22,19.66,0,0,0,South
13,2013,Georgia,USA,10006693,14.16,1065945,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,185690,58931,5.53,17.42,0,0,0,South
13,2014,Georgia,USA,10006693,14.16,1117307,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,205725,58957,5.28,18.41,0,0,0,South
13,2015,Georgia,USA,10006693,14.16,1163862,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,206556,61833,5.31,17.75,0,0,0,South
13,2016,Georgia,USA,10006693,14.16,1208418,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,203212,56963,4.71,16.82,0,0,0,South
16,2010,Idaho,USA,1567582,10.88,157332,30.12,720,47015,167100,29.6,83.97,0.57,11.22,1.12,1.18,0.14,1.71,0.1,2174,1382,0.88,1.38,1,0,0,West
16,2011,Idaho,USA,1616547,10.88,161595,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2355,1474,0.91,1.46,1,0,0,West
16,2012,Idaho,USA,1616547,10.88,165859,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2269,1405,0.85,1.37,1,0,0,West
16,2013,Idaho,USA,1616547,10.88,180504,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2484,1394,0.77,1.38,1,0,0,West
16,2014,Idaho,USA,1616547,10.88,185016,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2325,1334,0.72,1.26,1,0,0,West
16,2015,Idaho,USA,1616547,10.88,178597,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2137,1322,0.74,1.2,1,0,0,West
16,2016,Idaho,USA,1616547,10.88,182896,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,2037,1107,0.61,1.11,1,0,0,West
17,2010,Illinois,USA,12830632,10.01,1555442,32.53,877,56853,190800,30.8,63.66,14.29,15.8,0.15,4.52,0.02,1.43,0.12,66715,33719,2.17,4.29,0,0,0,Northeast
17,2011,Illinois,USA,12873761,10.48,1578305,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,68688,33949,2.15,4.35,0,0,0,Northeast
17,2012,Illinois,USA,12873761,10.48,1599539,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,67758,34854,2.18,4.24,0,0,0,Northeast
17,2013,Illinois,USA,12873761,10.48,1631856,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,66096,32654,2,4.05,0,0,0,Northeast
17,2014,Illinois,USA,12873761,10.48,1627897,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,62640,30472,1.87,3.85,0,0,0,Northeast
17,2015,Illinois,USA,12873761,10.48,1644752,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,60228,28237,1.72,3.66,0,0,0,Northeast
17,2016,Illinois,USA,12873761,10.48,1671051,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,56948,26453,1.58,3.41,0,0,0,Northeast
18,2010,Indiana,USA,6483802,10.64,678685,30.14,719,48374,123400,29.9,81.53,8.98,6.01,0.22,1.56,0.03,1.53,0.13,55696,30638,4.51,8.21,0,0,0,South
18,2011,Indiana,USA,6568645,11.11,690317,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,60550,33475,4.85,8.77,0,0,0,South
18,2012,Indiana,USA,6568645,11.11,717232,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,61517,33745,4.7,8.58,0,0,0,South
18,2013,Indiana,USA,6568645,11.11,738117,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,62046,32697,4.43,8.41,0,0,0,South
18,2014,Indiana,USA,6568645,11.11,752501,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,62479,31883,4.24,8.3,0,0,0,South
18,2015,Indiana,USA,6568645,11.11,743520,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,57653,29262,3.94,7.75,0,0,0,South
18,2016,Indiana,USA,6568645,11.11,781426,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,66544,31767,4.07,8.52,0,0,0,South
19,2010,Iowa,USA,3046355,7.93,313837,27.91,655,51129,123000,27.8,88.67,2.85,4.97,0.28,1.73,0.06,1.37,0.07,8932,5786,1.84,2.85,0,0,0,North Central
19,2011,Iowa,USA,3093526,8.06,318742,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,9722,5390,1.69,3.05,0,0,0,North Central
19,2012,Iowa,USA,3093526,8.06,323645,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,10589,5884,1.82,3.27,0,0,0,North Central
19,2013,Iowa,USA,3093526,8.06,328550,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,11120,5955,1.81,3.38,0,0,0,North Central
19,2014,Iowa,USA,3093526,8.06,354865,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,12835,6834,1.93,3.62,0,0,0,North Central
19,2015,Iowa,USA,3093526,8.06,360094,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,13943,7282,2.02,3.87,0,0,0,North Central
19,2016,Iowa,USA,3093526,8.06,365324,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,14520,7358,2.01,3.97,0,0,0,North Central
20,2010,Kansas,USA,2853118,8.93,358567,32.24,715,51273,127400,27.9,78.18,5.7,10.52,0.81,2.35,0.07,2.27,0.1,13553,9453,2.64,3.78,0,0,0,West
20,2011,Kansas,USA,2892987,9.09,364076,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,13363,9665,2.65,3.67,0,0,0,West
20,2012,Kansas,USA,2892987,9.09,367801,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,14313,10063,2.74,3.89,0,0,0,West
20,2013,Kansas,USA,2892987,9.09,367052,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,14180,10466,2.85,3.86,0,0,0,West
20,2014,Kansas,USA,2892987,9.09,367774,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,13344,9788,2.66,3.63,0,0,0,West
20,2015,Kansas,USA,2892987,9.09,367061,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,11204,7774,2.12,3.05,0,0,0,West
20,2016,Kansas,USA,2892987,9.09,372342,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,12972,8559,2.3,3.48,0,0,0,West
21,2010,Kentucky,USA,4339367,14.15,370880,31.32,638,42610,120000,29.3,86.32,7.68,3.06,0.2,1.11,0.05,1.48,0.11,22590,12731,3.43,6.09,1,0,0,Northeast
21,2011,Kentucky,USA,4397353,14.39,393471,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,23338,13052,3.32,5.93,1,0,0,Northeast
21,2012,Kentucky,USA,4397353,14.39,456208,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,25398,14854,3.26,5.57,1,0,0,Northeast
21,2013,Kentucky,USA,4397353,14.39,466434,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,27672,15473,3.32,5.93,1,0,0,Northeast
21,2014,Kentucky,USA,4397353,14.39,465319,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,25128,13857,2.98,5.4,1,0,0,Northeast
21,2015,Kentucky,USA,4397353,14.39,436993,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,25514,14476,3.31,5.84,1,0,0,Northeast
21,2016,Kentucky,USA,4397353,14.39,446135,32.76,675,43740,123200,29.3,85.55,7.78,3.26,0.17,1.25,0.05,1.82,0.1,21427,12980,2.91,4.8,1,0,0,Northeast
22,2010,Louisiana,USA,4533372,14.35,437382,32.75,762,44673,137700,31.8,60.33,31.82,4.25,0.62,1.53,0.03,1.27,0.15,28467,11950,2.73,6.51,1,0,0,South
22,2011,Louisiana,USA,4625253,15.19,461279,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,27087,12793,2.77,5.87,1,0,0,South
22,2012,Louisiana,USA,4625253,15.19,475723,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,27487,13059,2.75,5.78,1,0,0,South
22,2013,Louisiana,USA,4625253,15.19,477564,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,25384,12810,2.68,5.32,1,0,0,South
22,2014,Louisiana,USA,4625253,15.19,445023,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,27015,13922,3.13,6.07,1,0,0,South
22,2015,Louisiana,USA,4625253,15.19,457968,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,28363,14185,3.1,6.19,1,0,0,South
22,2016,Louisiana,USA,4625253,15.19,496037,34.22,788,45047,144100,32,59.48,31.88,4.72,0.53,1.67,0.04,1.51,0.17,29511,13095,2.64,5.95,1,0,0,South
23,2010,Maine,USA,1328361,8.89,159802,28.68,750,48219,175600,30.8,94.42,1.14,1.27,0.62,1.01,0.02,1.43,0.08,3464,3230,2.02,2.17,0,0,0,North Central
23,2011,Maine,USA,1329100,9.34,163454,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,3697,3503,2.14,2.26,0,0,0,North Central
23,2012,Maine,USA,1329100,9.34,167106,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,3758,3568,2.14,2.25,0,0,0,North Central
23,2013,Maine,USA,1329100,9.34,170758,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,4168,3942,2.31,2.44,0,0,0,North Central
23,2014,Maine,USA,1329100,9.34,174409,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,4136,3905,2.24,2.37,0,0,0,North Central
23,2015,Maine,USA,1329100,9.34,178061,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,4286,4027,2.26,2.41,0,0,0,North Central
23,2016,Maine,USA,1329100,9.34,181713,28.79,777,49331,173800,30.9,93.88,1.09,1.46,0.57,1.08,0.01,1.85,0.05,4381,4113,2.26,2.41,0,0,0,North Central
24,2010,Maryland,USA,5773552,6.47,277314,32.49,1172,72999,304900,31,54.7,29,8.15,0.24,5.49,0.04,2.18,0.21,129992,2118,0.76,46.88,1,0,0,West
24,2011,Maryland,USA,5930538,6.97,281486,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,131365,1452,0.52,46.67,1,0,0,West
24,2012,Maryland,USA,5930538,6.97,285656,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,131923,5140,1.8,46.18,1,0,0,West
24,2013,Maryland,USA,5930538,6.97,289827,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,137255,1311,0.45,47.36,1,0,0,West
24,2014,Maryland,USA,5930538,6.97,293997,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,145716,2943,1,49.56,1,0,0,West
24,2015,Maryland,USA,5930538,6.97,129798,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,132836,3119,2.4,102.34,1,0,0,West
24,2016,Maryland,USA,5930538,6.97,131919,33.18,1230,74551,286900,30.8,53.02,29.06,9,0.2,5.99,0.04,2.45,0.25,136740,4694,3.56,103.65,1,0,0,West
25,2010,Massachusetts,USA,6547629,7.75,938273,37.69,1056,66658,335500,30.1,76.13,5.98,9.59,0.16,5.31,0.02,1.87,0.94,24228,18803,2,2.58,0,0,0,Northeast
25,2011,Massachusetts,USA,6705586,8.19,950163,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,26568,20452,2.15,2.8,0,0,0,Northeast
25,2012,Massachusetts,USA,6705586,8.19,962052,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,33571,19648,2.04,3.49,0,0,0,Northeast
25,2013,Massachusetts,USA,6705586,8.19,973943,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,34728,18131,1.86,3.57,0,0,0,Northeast
25,2014,Massachusetts,USA,6705586,8.19,1008781,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,36146,18289,1.81,3.58,0,0,0,Northeast
25,2015,Massachusetts,USA,6705586,8.19,1020997,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,37510,17986,1.76,3.67,0,0,0,Northeast
25,2016,Massachusetts,USA,6705586,8.19,1033212,37.89,1102,68563,333100,30.3,74.3,6.48,10.56,0.12,5.95,0.02,1.95,0.63,37121,15708,1.52,3.59,0,0,0,Northeast
26,2010,Michigan,USA,9883640,11.67,1055844,27.87,755,48471,128600,32.9,76.59,14,4.41,0.55,2.39,0.02,1.93,0.1,147721,69292,6.56,13.99,0,0,0,South
26,2011,Michigan,USA,9900571,11.93,1073810,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,158653,74372,6.93,14.77,0,0,0,South
26,2012,Michigan,USA,9900571,11.93,1082933,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,157607,72512,6.7,14.55,0,0,0,South
26,2013,Michigan,USA,9900571,11.93,1076183,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,163183,67660,6.29,15.16,0,0,0,South
26,2014,Michigan,USA,9900571,11.93,1066682,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,155718,58358,5.47,14.6,0,0,0,South
