GEOID,year,name,parent_location,population,poverty_rate,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,eviction_filings,evictions,eviction_rate,eviction_filing_rate,low_flag,imputed,subbed,region
26,2015,Michigan,USA,9900571,11.93,1018571,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,139706,41632,4.09,13.72,0,0,0,South
26,2016,Michigan,USA,9900571,11.93,1037704,28.96,783,49576,122400,31.7,75.89,13.8,4.72,0.48,2.7,0.02,2.27,0.12,138169,34016,3.28,13.31,0,0,0,South
27,2010,Minnesota,USA,5303925,7.22,471878,26.99,802,59126,194300,29.8,83.05,5.07,4.72,1.04,4.02,0.04,1.94,0.11,18234,7063,1.5,3.86,0,0,0,North Central
27,2011,Minnesota,USA,5419171,7.29,478263,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,18046,8040,1.68,3.77,0,0,0,North Central
27,2012,Minnesota,USA,5419171,7.29,509678,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,18065,7017,1.38,3.54,0,0,0,North Central
27,2013,Minnesota,USA,5419171,7.29,574334,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,17825,7780,1.35,3.1,0,0,0,North Central
27,2014,Minnesota,USA,5419171,7.29,573652,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,14651,6620,1.15,2.55,0,0,0,North Central
27,2015,Minnesota,USA,5419171,7.29,580844,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,14169,4307,0.74,2.44,0,0,0,North Central
27,2016,Minnesota,USA,5419171,7.29,588037,28.34,848,61492,186200,29.2,81.71,5.42,5,0.96,4.42,0.03,2.35,0.12,13622,3480,0.59,2.32,0,0,0,North Central
28,2010,Mississippi,USA,2967297,17.54,304923,30.36,688,38882,100200,32.3,58.04,36.85,2.75,0.47,0.86,0.03,0.94,0.06,20800,12410,4.07,6.82,0,0,0,West
28,2011,Mississippi,USA,2988081,17.56,307474,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,24925,13564,4.41,8.11,0,0,0,West
28,2012,Mississippi,USA,2988081,17.56,312540,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,25640,13499,4.32,8.2,0,0,0,West
28,2013,Mississippi,USA,2988081,17.56,317607,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,24408,13526,4.26,7.68,0,0,0,West
28,2014,Mississippi,USA,2988081,17.56,324009,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,26638,14116,4.36,8.22,0,0,0,West
28,2015,Mississippi,USA,2988081,17.56,310357,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,25652,13819,4.45,8.27,0,0,0,West
28,2016,Mississippi,USA,2988081,17.56,315015,31.61,717,39665,103100,31.7,57.38,37.23,2.9,0.4,0.96,0.01,1.03,0.08,21324,12479,3.96,6.77,0,0,0,West
29,2010,Missouri,USA,5988927,10.71,742002,31.23,712,47333,138400,29.4,81,11.47,3.55,0.4,1.62,0.1,1.77,0.09,46286,29535,3.98,6.24,0,0,0,Northeast
29,2011,Missouri,USA,6045448,11.13,750477,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,43237,27769,3.7,5.76,0,0,0,Northeast
29,2012,Missouri,USA,6045448,11.13,758952,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,49711,29196,3.85,6.55,0,0,0,Northeast
29,2013,Missouri,USA,6045448,11.13,756292,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,40638,26507,3.5,5.37,0,0,0,Northeast
29,2014,Missouri,USA,6045448,11.13,764667,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,37369,25034,3.27,4.89,0,0,0,Northeast
29,2015,Missouri,USA,6045448,11.13,718031,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,37572,23717,3.3,5.23,0,0,0,Northeast
29,2016,Missouri,USA,6045448,11.13,725712,32.76,746,48173,138400,29.4,80.22,11.44,3.85,0.37,1.74,0.1,2.14,0.13,35106,20651,2.85,4.84,0,0,0,Northeast
30,2010,Montana,USA,989415,9.82,106219,32.03,667,45456,183000,28.3,87.79,0.38,2.89,6.05,0.62,0.06,2.15,0.05,1013,747,0.7,0.95,0,0,0,South
30,2011,Montana,USA,1014699,9.91,120193,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,1280,857,0.71,1.06,0,0,0,South
30,2012,Montana,USA,1014699,9.91,131860,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,1616,982,0.74,1.23,0,0,0,South
30,2013,Montana,USA,1014699,9.91,135088,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,1906,1099,0.81,1.41,0,0,0,South
30,2014,Montana,USA,1014699,9.91,138316,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,2159,1239,0.9,1.56,0,0,0,South
30,2015,Montana,USA,1014699,9.91,141545,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,2107,1195,0.84,1.49,0,0,0,South
30,2016,Montana,USA,1014699,9.91,144773,32.81,711,47169,193500,28.6,86.98,0.44,3.31,6.26,0.68,0.08,2.22,0.03,2292,1249,0.86,1.58,0,0,0,South
31,2010,Nebraska,USA,1826341,8.37,219725,32.78,687,51381,126700,27,82.12,4.43,9.17,0.81,1.75,0.05,1.56,0.12,8221,5088,2.32,3.74,0,0,0,North Central
31,2011,Nebraska,USA,1869365,8.75,225263,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,8171,4959,2.2,3.63,0,0,0,North Central
31,2012,Nebraska,USA,1869365,8.75,230802,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,8123,4870,2.11,3.52,0,0,0,North Central
31,2013,Nebraska,USA,1869365,8.75,236341,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,8604,5146,2.18,3.64,0,0,0,North Central
31,2014,Nebraska,USA,1869365,8.75,241878,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,8055,5421,2.24,3.33,0,0,0,North Central
31,2015,Nebraska,USA,1869365,8.75,252787,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,7564,5455,2.16,2.99,0,0,0,North Central
31,2016,Nebraska,USA,1869365,8.75,258410,33.76,726,52997,133200,27,80.76,4.59,9.96,0.71,2.02,0.06,1.82,0.09,7325,5615,2.17,2.83,0,0,0,North Central
32,2010,Nevada,USA,2700551,10.56,347005,41.22,1001,54083,190900,31,54.14,7.7,26.53,0.87,7.07,0.57,2.93,0.18,21652,16279,4.69,6.24,0,0,0,West
32,2011,Nevada,USA,2798636,11.39,356141,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,22920,17681,4.96,6.44,0,0,0,West
32,2012,Nevada,USA,2798636,11.39,365281,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,30627,23101,6.32,8.38,0,0,0,West
32,2013,Nevada,USA,2798636,11.39,374418,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,33757,23112,6.17,9.02,0,0,0,West
32,2014,Nevada,USA,2798636,11.39,383553,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,32490,17235,4.49,8.47,0,0,0,West
32,2015,Nevada,USA,2798636,11.39,385910,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,32736,17148,4.44,8.48,0,0,0,West
32,2016,Nevada,USA,2798636,11.39,394807,44.94,973,51847,173700,30.1,52,8.07,27.53,0.88,7.55,0.61,3.21,0.16,24319,13478,3.41,6.16,0,0,0,West
33,2010,New Hampshire,USA,1316470,5.56,90086,29.03,972,64925,245600,29.7,92.3,1.03,2.79,0.2,2.15,0.02,1.37,0.14,1890,1699,1.89,2.1,1,0,0,Northeast
33,2011,New Hampshire,USA,1324201,5.62,75150,29.04,1000,66779,237300,29.5,91.4,1.17,3.18,0.14,2.35,0.02,1.61,0.12,1449,1305,1.74,1.93,1,0,0,Northeast
